ID,EZI_ROAD_NAME,ROAD_NAME,ROAD_TYPE,AGE_LESS_THAN_15YRS_PCNT,AGE_15_24YRS_PCNT,AGE_25_44YRS_PCNT,AGE_45_64YRS_PCNT,AGE_18YRS_OVER_PCNT,AGE_65YRS_OVER_PCNT,SEO_PERSONS_PCNT,FC_COUPLE_NO_CHILDREN_PCNT,FC_COUPLE_WITH_CHILDREN_PCNT,FC_SINGLE_PARENT,CARS_ZERO_HH_PCNT,CARS_ONE_HH_PCNT,CARS_TWO_OR_MORE_HH_PCNT,DWELLING_SEP_HOUSE_PCNT,DWELLING_SEMID_RO_OR_TCE_H_TH_P,DWELLING_FLAT_UNIT_APART_PCNT,OCCUPATION_WHITE_COLLAR_PCNT,OCCUPATION_BLUE_COLLAR_PCNT,SEIFA,Commercial%,Industrial%,Residential%,Parkland%,Primary_Production%,Lq_Licenses,Intersection,Supermarket,primary_school,secondary_school,km_post,traffic_signal,Blackspot
5685,BRUNTONS BRIDGE ROAD,BRUNTONS BRIDGE,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6905,MOIR ROAD,MOIR,ROAD,0.22706422,0.128440367,0.197247706,0.339449541,0.729357798,0.107798165,0.859484778,0.345454545,0.572727273,0.045454545,0,0.177419355,0.782258065,1,0,0,0.63,0.365,1020,0,0,0.487591459,0,0.512408541,0,non-Intersection,0,0,0,0,0,non-Blackspot
9687,EDOLS STREET,EDOLS,STREET,0.172955975,0.097484277,0.20754717,0.286163522,0.798742138,0.235849057,0.901587302,0.3875,0.3,0.25,0.053846154,0.484615385,0.392307692,0.840909091,0.128787879,0.03030303,0.623853211,0.311926606,896,0.010398927,0,0.739969508,0.249631565,0,2,non-Intersection,0,0,0,0,0,non-Blackspot
3469,ANDERSON STREET,ANDERSON,STREET,0.144021739,0.078804348,0.16576087,0.323369565,0.809782609,0.288043478,0.905511811,0.469565217,0.313043478,0.182608696,0.036809816,0.337423313,0.564417178,0.854545455,0.066666667,0.024242424,0.666666667,0.339506173,1019,0,0,0.698351225,0.301648775,0,3,non-Intersection,0,0,0,0,0,non-Blackspot
4023,CAMPBELL STREET,CAMPBELL,STREET,0.041002278,0.022779043,0.059225513,0.230068337,0.952164009,0.646924829,0.807439825,0.629032258,0.129032258,0.290322581,0.289719626,0.476635514,0.130841121,0.348623853,0.339449541,0.013761468,0.634920635,0.301587302,730,0,0,0.733872387,0.169951199,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6066,EARLY ROAD,EARLY,ROAD,0.161425577,0.125786164,0.199161426,0.36687631,0.79245283,0.146750524,0.93081761,0.479166667,0.416666667,0.111111111,0.016129032,0.139784946,0.817204301,1,0,0,0.599156118,0.383966245,1001,0,0,0,0.814313103,0.185686897,0,non-Intersection,0,0,0,0,0,non-Blackspot
2305,HOLLOWAYS ROAD,HOLLOWAYS,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0,0,1,,non-Intersection,0,0,0,0,0,non-Blackspot
5428,VESPER ROAD,VESPER,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0,0.128134898,0.871865102,0,non-Intersection,0,0,0,0,0,non-Blackspot
7869,HADDON COMMON ROAD,HADDON COMMON,ROAD,0.213740458,0.122137405,0.25,0.314885496,0.751908397,0.099236641,0.920152091,0.363013699,0.47260274,0.130136986,0.017751479,0.082840237,0.840236686,1,0,0,0.643636364,0.345454545,1007,0,0,0,0.069361061,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
1079,STEIGLITZ-DURDIDWARRAH ROAD,STEIGLITZ-DURDIDWARRAH,ROAD,0.166666667,0.072649573,0.162393162,0.431623932,0.803418803,0.166666667,0.942982456,0.452054795,0.424657534,0.095890411,0,0.195652174,0.77173913,1,0,0,0.661290323,0.298387097,1022,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4101,WILLIAMS STREET,WILLIAMS,STREET,0.15,0.057142857,0.2,0.297619048,0.823809524,0.295238095,0.898104265,0.584070796,0.238938053,0.159292035,0.064516129,0.424731183,0.456989247,0.935828877,0.032085561,0.016042781,0.658385093,0.354037267,977,0,0,0.69239505,0,0.30760495,0,Intersection,0,0,0,0,0,non-Blackspot
2964,MORGAN STREET,MORGAN,STREET,0.172375691,0.086187845,0.167955801,0.303867403,0.790055249,0.26961326,0.862723214,0.528688525,0.360655738,0.131147541,0.052173913,0.362318841,0.539130435,0.982352941,0.017647059,0,0.629427793,0.343324251,977,0,0,0.747482458,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2146,BEALES STREET,BEALES,STREET,0.128378378,0.06981982,0.252252252,0.272522523,0.846846847,0.277027027,0.898383372,0.588235294,0.323529412,0.088235294,0.079096045,0.423728814,0.480225989,0.663043478,0.233695652,0.10326087,0.676190476,0.271428571,1054,0,0,1,0,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
5488,MURPHY ROAD,MURPHY,ROAD,0.137931034,0.10591133,0.130541872,0.374384236,0.802955665,0.251231527,0.87032419,0.490196078,0.352941176,0.18627451,0,0.253246753,0.727272727,1,0,0,0.627659574,0.335106383,993,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3041,BEACH ROAD,BEACH,ROAD,0.129943503,0.101694915,0.149717514,0.378531073,0.838983051,0.240112994,0.898591549,0.455445545,0.356435644,0.148514851,0,0.35915493,0.577464789,0.978723404,0,0.021276596,0.759776536,0.234636872,1068,0,0,0.962099709,0.037900291,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2579,SMYTHE STREET,SMYTHE,STREET,0.130498534,0.080645161,0.162756598,0.326979472,0.851906158,0.299120235,0.896501458,0.597014925,0.233830846,0.144278607,0.029801325,0.347682119,0.579470199,1,0,0,0.578125,0.44140625,934,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4570,RACECOURSE ROAD,RACECOURSE,ROAD,0.180327869,0.12704918,0.198770492,0.342213115,0.75,0.151639344,0.916,0.489795918,0.414965986,0.102040816,0,0.173652695,0.80239521,1,0,0,0.685258964,0.342629482,1032,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
1947,SURF COAST HIGHWAY,SURF COAST,HIGHWAY,0.291666667,0.08452381,0.351190476,0.205952381,0.678571429,0.066666667,0.922985782,0.319148936,0.6,0.072340426,0.011278195,0.161654135,0.80075188,0.97752809,0.011235955,0,0.728971963,0.259345794,1102,0.1845845,0,0.071862494,0.507504819,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5772,OLD WALHALLA ROAD,OLD WALHALLA,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0,0.735794728,0.264205272,0,non-Intersection,0,0,0,0,0,non-Blackspot
928,MCLEANS HIGHWAY,MCLEANS,HIGHWAY,0.158385093,0.111801242,0.183229814,0.344720497,0.788819876,0.201863354,0.909090909,0.551020408,0.397959184,0.091836735,0,0.092783505,0.907216495,1,0,0,0.583850932,0.385093168,1014,0,0,0,0.694195745,0.305804255,0,non-Intersection,0,0,0,0,0,non-Blackspot
44,CHETTLE ROAD,CHETTLE,ROAD,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
719,MARSHALL CREEK ROAD,MARSHALL CREEK,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936392772,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4936,VERMONT ROAD,VERMONT,ROAD,0.210619469,0.09380531,0.277876106,0.276106195,0.755752212,0.14159292,0.953571429,0.418300654,0.464052288,0.137254902,0,0.237864078,0.708737864,1,0,0,0.55078125,0.390625,950,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7066,GLENISTERS ROAD,GLENISTERS,ROAD,0.215339233,0.103244838,0.18879056,0.306784661,0.743362832,0.185840708,0.873493976,0.348837209,0.476744186,0.11627907,0,0.133333333,0.8,1,0,0,0.709923664,0.290076336,1003,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3415,ELANE STREET,ELANE,STREET,0.216535433,0.069553806,0.250656168,0.282152231,0.761154856,0.181102362,0.877631579,0.364583333,0.427083333,0.182291667,0.030405405,0.391891892,0.537162162,1,0,0,0.658536585,0.365853659,967,0,0,0.74865316,0.25134684,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4021,DUNN STREET,DUNN,STREET,0.176377953,0.14015748,0.171653543,0.277165354,0.771653543,0.234645669,0.84591195,0.352941176,0.405228758,0.209150327,0.109311741,0.412955466,0.425101215,0.976,0.012,0,0.677419355,0.330645161,920,0,0,0.984232334,0.015767666,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
3111,FOREST DRIVE,FOREST,DRIVE,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0.630144215,0.369855785,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
3376,HILL STREET,HILL,STREET,0.216535433,0.069553806,0.250656168,0.282152231,0.761154856,0.181102362,0.877631579,0.364583333,0.427083333,0.182291667,0.030405405,0.391891892,0.537162162,1,0,0,0.658536585,0.365853659,967,0,0,0.895116115,0,0.104883885,0,non-Intersection,0,0,0,1,0,non-Blackspot
2904,SETTLEMENT ROAD,SETTLEMENT,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,0.970321985,0.029678015,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5223,GREEVES STREET,GREEVES,STREET,0.230769231,0.081196581,0.175213675,0.324786325,0.747863248,0.188034188,0.897119342,0.424242424,0.424242424,0.090909091,0,0.155844156,0.805194805,0.963414634,0,0,0.694444444,0.287037037,989,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
1987,CORSAIR WAY,CORSAIR,WAY,0.319767442,0.089147287,0.222868217,0.273255814,0.629844961,0.09496124,0.95991984,0.3125,0.534722222,0.125,0,0.237804878,0.707317073,0.940789474,0.059210526,0,0.79338843,0.223140496,1113,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
9135,WILSON STREET,WILSON,STREET,0.23902439,0.109756098,0.236585366,0.280487805,0.729268293,0.134146341,0.884422111,0.319148936,0.478723404,0.29787234,0.023809524,0.325396825,0.619047619,0.930232558,0,0.046511628,0.529032258,0.425806452,894,0,0,0.563495061,0.436504939,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
8623,SELENT DRIVE,SELENT,DRIVE,0.178431373,0.137254902,0.105882353,0.4,0.768627451,0.178431373,0.953441296,0.455782313,0.469387755,0.095238095,0,0.144736842,0.835526316,1,0,0,0.732793522,0.291497976,1082,0,0,0.669111888,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6856,ASHBY STREET,ASHBY,STREET,0.217506631,0.082228117,0.265251989,0.25994695,0.74801061,0.175066313,0.916666667,0.428571429,0.387755102,0.163265306,0,0.281481481,0.666666667,1,0,0,0.625806452,0.44516129,945,0.494410458,0,0.505589542,0,0,0,Intersection,0,1,0,0,1,Blackspot
4159,CAPE PATERSON ROAD,CAPE PATERSON,ROAD,0.163701068,0.106761566,0.170818505,0.352313167,0.779359431,0.206405694,0.927536232,0.443037975,0.405063291,0.101265823,0,0.106382979,0.829787234,1,0,0,0.725925926,0.281481481,1060,0,0,0.037374212,0.03588894,0.926736848,0,non-Intersection,0,0,0,1,0,non-Blackspot
3171,OLD NEUK ROAD,OLD NEUK,ROAD,0.107344633,0.124293785,0.144067797,0.372881356,0.833333333,0.251412429,0.906515581,0.5,0.34375,0.104166667,0,0.312,0.688,1,0,0,0.676646707,0.347305389,1086,0,0,0.75767804,0.24232196,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
753,STAFFORDSHIRE REEF ROAD,STAFFORDSHIRE REEF,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0.008523371,0.127315289,0,non-Intersection,0,0,0,0,0,non-Blackspot
4001,BILLSON STREET,BILLSON,STREET,0.176377953,0.14015748,0.171653543,0.277165354,0.771653543,0.234645669,0.84591195,0.352941176,0.405228758,0.209150327,0.109311741,0.412955466,0.425101215,0.976,0.012,0,0.677419355,0.330645161,920,0.006189082,0,0.783445123,0.002475564,0,0,Intersection,0,1,0,0,0,Blackspot
2195,BELL STREET,BELL,STREET,0.128378378,0.06981982,0.252252252,0.272522523,0.846846847,0.277027027,0.898383372,0.588235294,0.323529412,0.088235294,0.079096045,0.423728814,0.480225989,0.663043478,0.233695652,0.10326087,0.676190476,0.271428571,1054,0.048518579,0,0.951481421,0,0,9,non-Intersection,0,0,0,0,0,Blackspot
2927,SETTLEMENT ROAD,SETTLEMENT,ROAD,0.044660194,0.046601942,0.085436893,0.153398058,0.937864078,0.669902913,0.880157171,0.720720721,0.108108108,0.126126126,0.167259786,0.622775801,0.103202847,0.24911032,0.722419929,0.028469751,0.682926829,0.426829268,860,0,0,0.863964431,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6763,PRINCES FREEWAY,PRINCES,FREEWAY,0.165137615,0.137614679,0.19266055,0.394495413,0.802752294,0.110091743,0.939130435,0.428571429,0.4,0.128571429,0.0375,0.1625,0.7625,1,0,0,0.62601626,0.333333333,1012,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3060,VENTNOR ROAD,VENTNOR,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,0.477826208,0,0.522173792,0,non-Intersection,0,0,0,1,0,non-Blackspot
8920,HOPETOUN ROAD,HOPETOUN,ROAD,0.245598592,0.117957746,0.286091549,0.209507042,0.707746479,0.14084507,0.909649123,0.431746032,0.479365079,0.082539683,0,0.201729107,0.786743516,0.969101124,0.030898876,0,0.603082852,0.358381503,1035,0,0,0.954289147,0,0.045710853,0,non-Intersection,0,0,0,0,0,non-Blackspot
8651,GROSSMANS ROAD,GROSSMANS,ROAD,0.277198212,0.101341282,0.235469449,0.277198212,0.670640835,0.108792846,0.917417417,0.274390244,0.725609756,0.024390244,0,0.080924855,0.901734104,1,0,0,0.770897833,0.213622291,1149,0,0,0.498962087,0,0.501037913,0,non-Intersection,0,0,0,0,0,non-Blackspot
4432,BALLAN-DAYLESFORD ROAD,BALLAN-DAYLESFORD,ROAD,0.202531646,0.06835443,0.192405063,0.387341772,0.774683544,0.149367089,0.936061381,0.426086957,0.408695652,0.156521739,0,0.119402985,0.828358209,1,0,0,0.573604061,0.350253807,1019,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
7474,BUHRMANNS ROAD,BUHRMANNS,ROAD,0.205555556,0.108333333,0.213888889,0.288888889,0.761111111,0.183333333,0.960893855,0.519230769,0.413461538,0.115384615,0,0.174242424,0.825757576,0.977777778,0,0,0.6,0.39,1044,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
821,MIDLAND HIGHWAY,MIDLAND,HIGHWAY,0.188571429,0.111428571,0.194285714,0.311428571,0.754285714,0.194285714,0.889807163,0.402173913,0.434782609,0.206521739,0,0.225,0.733333333,1,0,0,0.554794521,0.438356164,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,Blackspot
6282,CANAWINDI DRIVE,CANAWINDI,DRIVE,0.097799511,0.122249389,0.158924205,0.310513447,0.848410758,0.310513447,0.961352657,0.5546875,0.2890625,0.1015625,0.018518519,0.290123457,0.660493827,0.918128655,0,0.081871345,0.688888889,0.277777778,988,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2902,SETTLEMENT ROAD,SETTLEMENT,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4448,MCHUGHS ROAD,MCHUGHS,ROAD,0.202531646,0.06835443,0.192405063,0.387341772,0.774683544,0.149367089,0.936061381,0.426086957,0.408695652,0.156521739,0,0.119402985,0.828358209,1,0,0,0.573604061,0.350253807,1019,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3720,KILCUNDA RIDGE ROAD,KILCUNDA RIDGE,ROAD,0.157434402,0.069970845,0.244897959,0.294460641,0.781341108,0.233236152,0.902654867,0.557894737,0.368421053,0.126315789,0.034722222,0.375,0.569444444,0.952054795,0.02739726,0,0.646616541,0.353383459,986,0,0,1,0,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
180,CAMERONS ROAD,CAMERONS,ROAD,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,0.870015543,0.129984457,0,non-Intersection,0,0,0,0,0,non-Blackspot
5409,SILVERTOP PICNIC AREA ROAD,SILVERTOP PICNIC AREA,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
1090,DEANS ROAD,DEANS,ROAD,0.190721649,0.079896907,0.206185567,0.337628866,0.768041237,0.18556701,0.923664122,0.460869565,0.426086957,0.043478261,0.022058824,0.125,0.830882353,1,0,0,0.693069307,0.321782178,1017,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
8648,PURNELL STREET,PURNELL,STREET,0.182795699,0.069892473,0.182795699,0.315412186,0.783154122,0.249103943,0.929577465,0.483443709,0.38410596,0.119205298,0.057416268,0.368421053,0.535885167,0.906103286,0.0657277,0,0.712121212,0.303030303,1038,0,0,0.958012244,0.041987756,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5825,BEATTIE ROAD,BEATTIE,ROAD,0.153225806,0.110887097,0.159274194,0.352822581,0.814516129,0.223790323,0.942622951,0.42384106,0.443708609,0.059602649,0.015873016,0.19047619,0.767195767,1,0,0,0.647058824,0.316176471,1019,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6141,LILLICO ROAD,LILLICO,ROAD,0.194244604,0.086330935,0.183453237,0.298561151,0.78057554,0.237410072,0.898876404,0.50617284,0.419753086,0.111111111,0.032608696,0.206521739,0.760869565,1,0,0,0.661417323,0.330708661,1063,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2335,GREAT OCEAN ROAD,GREAT OCEAN,ROAD,0.206521739,0.101449275,0.188405797,0.344202899,0.759057971,0.15942029,0.940433213,0.387283237,0.514450867,0.098265896,0,0.128865979,0.850515464,0.984375,0,0,0.775510204,0.221088435,1099,0,0,0,0,0.507032027,0,non-Intersection,0,0,0,1,0,non-Blackspot
7037,KORUMBURRA-WARRAGUL ROAD,KORUMBURRA-WARRAGUL,ROAD,0.2075,0.0825,0.235,0.34,0.7575,0.135,0.932816537,0.438095238,0.447619048,0.095238095,0,0.125925926,0.837037037,1,0,0,0.705,0.275,1036,0,0,0,0,1,0,non-Intersection,0,0,0,1,0,non-Blackspot
6256,GOULD STREET,GOULD,STREET,0.226233454,0.10709988,0.267148014,0.23465704,0.742478941,0.164861613,0.888619855,0.436018957,0.431279621,0.165876777,0.021126761,0.313380282,0.63028169,0.894197952,0.010238908,0.09556314,0.57223796,0.410764873,964,0,0,1,0,0,0,Intersection,0,0,0,0,0,Blackspot
3907,KINGSTON ROAD,KINGSTON,ROAD,0.192872117,0.092243187,0.226415094,0.19706499,0.763102725,0.291404612,0.849287169,0.431818182,0.257575758,0.234848485,0.065217391,0.451086957,0.434782609,0.978723404,0.021276596,0,0.573964497,0.360946746,872,0.225688165,0,0.688485476,0.085826358,0,0,Intersection,0,0,0,0,0,non-Blackspot
9630,SAILORS GULLY ROAD,SAILORS GULLY,ROAD,0.165644172,0.110429448,0.18404908,0.490797546,0.760736196,0.049079755,0.834319527,0.538461538,0.58974359,0.102564103,0,0.133333333,0.816666667,1,0,0,0.604651163,0.372093023,978,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
7900,MORRIS ROAD,MORRIS,ROAD,0.177419355,0.168458781,0.197132616,0.295698925,0.765232975,0.161290323,0.956442831,0.411764706,0.477124183,0.104575163,0,0.14893617,0.79787234,1,0,0,0.669064748,0.345323741,1036,0,0,0,0.017212143,0.982787857,0,non-Intersection,0,0,0,0,0,non-Blackspot
9504,NEERIM NORTH-NOOJEE ROAD,NEERIM NORTH-NOOJEE,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0.904559985,0.095440015,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
9424,BUTTERWORTH ROAD,BUTTERWORTH,ROAD,0.213740458,0.122137405,0.25,0.314885496,0.751908397,0.099236641,0.920152091,0.363013699,0.47260274,0.130136986,0.017751479,0.082840237,0.840236686,1,0,0,0.643636364,0.345454545,1007,0,0,0.518711602,0,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
6972,DARNUM-ALLAMBEE ROAD,DARNUM-ALLAMBEE,ROAD,0.168341709,0.133165829,0.231155779,0.309045226,0.793969849,0.158291457,0.928395062,0.451923077,0.471153846,0.057692308,0,0.171875,0.796875,1,0,0,0.637554585,0.31441048,1026,0,0,0,0,1,0,Intersection,0,0,0,0,0,non-Blackspot
9801,MORRIS ROAD,MORRIS,ROAD,0.177419355,0.168458781,0.197132616,0.295698925,0.765232975,0.161290323,0.956442831,0.411764706,0.477124183,0.104575163,0,0.14893617,0.79787234,1,0,0,0.669064748,0.345323741,1036,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
9884,MCKENZIES ROAD,MCKENZIES,ROAD,0.162995595,0.077092511,0.162995595,0.332599119,0.806167401,0.264317181,0.892134831,0.513043478,0.330434783,0.104347826,0.016949153,0.288135593,0.655367232,0.937142857,0.045714286,0,0.648044693,0.407821229,946,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
5883,BLOOMFIELD ROAD,BLOOMFIELD,ROAD,0.208955224,0.108208955,0.171641791,0.335820896,0.73880597,0.175373134,0.868421053,0.61038961,0.402597403,0.077922078,0,0.130952381,0.869047619,1,0,0,0.598591549,0.345070423,1062,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
7775,DARNUM-SHADY CREEK ROAD,DARNUM-SHADY CREEK,ROAD,0.248780488,0.126829268,0.23902439,0.273170732,0.685365854,0.112195122,0.879901961,0.289719626,0.570093458,0.140186916,0.02238806,0.201492537,0.708955224,1,0,0,0.576271186,0.457627119,979,0,0,0.667519941,0,0.321452548,0,non-Intersection,0,0,0,0,0,non-Blackspot
9666,SIMMONS REEF ROAD,SIMMONS REEF,ROAD,0.167763158,0.0625,0.286184211,0.322368421,0.815789474,0.161184211,0.818791946,0.454545455,0.363636364,0.227272727,0.054545455,0.372727273,0.545454545,1,0,0,0.72,0.312,998,0,0,0.689875722,0.310124278,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
9029,SMYTHESDALE-SNAKE VALLEY ROAD,SMYTHESDALE-SNAKE VALLEY,ROAD,0.266978923,0.131147541,0.203747073,0.337236534,0.679156909,0.06088993,0.9342723,0.367521368,0.52991453,0.034188034,0,0.142857143,0.812030075,1,0,0,0.601941748,0.393203883,1010,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
1463,GEELONG ROAD,GEELONG,ROAD,0.318104907,0.113367174,0.226734349,0.230118443,0.634517766,0.111675127,0.932088285,0.299319728,0.646258503,0.074829932,0,0.082802548,0.891719745,1,0,0,0.629090909,0.378181818,1055,0.199942821,0,0.800057179,0,0,1,Intersection,1,0,0,0,0,non-Blackspot
7909,HADDON SCHOOL ROAD,HADDON SCHOOL,ROAD,0.205949657,0.125858124,0.215102975,0.318077803,0.750572082,0.135011442,0.891705069,0.398305085,0.5,0.093220339,0.020689655,0.172413793,0.786206897,1,0,0,0.548387097,0.437788018,978,0,0,0.05467622,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7581,MCINTYRES ROAD,MCINTYRES,ROAD,0.175059952,0.105515588,0.175059952,0.340527578,0.779376499,0.20383693,0.953316953,0.464,0.472,0.088,0.04,0.133333333,0.786666667,1,0,0,0.771300448,0.197309417,1088,0,0,0,0,1,0,non-Intersection,0,1,0,0,0,non-Blackspot
2543,PETERS STREET,PETERS,STREET,0.130498534,0.080645161,0.162756598,0.326979472,0.851906158,0.299120235,0.896501458,0.597014925,0.233830846,0.144278607,0.029801325,0.347682119,0.579470199,1,0,0,0.578125,0.44140625,934,0,0,0.59665384,0.40334616,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5819,BRANDY CREEK ROAD,BRANDY CREEK,ROAD,0.15060241,0.123493976,0.186746988,0.376506024,0.819277108,0.162650602,0.915915916,0.478723404,0.372340426,0.127659574,0,0.153225806,0.846774194,0.966942149,0.033057851,0,0.631868132,0.384615385,1002,0,0,0.39704441,0,0.349175107,0,non-Intersection,0,0,0,0,0,non-Blackspot
7172,STRETCHS ROAD,STRETCHS,ROAD,0.187234043,0.080851064,0.187234043,0.34893617,0.778723404,0.195744681,0.904109589,0.482758621,0.465517241,0.155172414,0.047058824,0.141176471,0.811764706,1,0,0,0.763157895,0.201754386,1004,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
951,CASCADE CREEK ROAD,CASCADE CREEK,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7026,MIRBOO NORTH-TRAFALGAR ROAD,MIRBOO NORTH-TRAFALGAR,ROAD,0.211320755,0.067924528,0.177358491,0.343396226,0.758490566,0.2,0.890510949,0.571428571,0.454545455,0.051948052,0,0.204081633,0.795918367,1,0,0,0.666666667,0.347826087,1037,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,Blackspot
9161,SQUIRES ROAD,SQUIRES,ROAD,0.191011236,0.094382022,0.249438202,0.334831461,0.768539326,0.130337079,0.93166287,0.431818182,0.439393939,0.159090909,0,0.133333333,0.806666667,1,0,0,0.55450237,0.417061611,1006,0,0,0.814686128,0.185313872,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
